ind,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1997,2012/7/16,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0,69,117,186
1998,2011/2/23,1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0,1,60,61
1999,2012/12/13,4,1,12,14,0,4,1,1,0.36,0.3485,0.34,0.1642,31,211,242
2000,2012/12/6,4,1,12,12,0,4,1,1,0.28,0.3182,0.41,0,29,206,235
2001,2011/2/2,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40
2002,2012/9/7,3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,70,498,568
2003,2011/12/25,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0,1,3,4
2004,2012/12/30,1,1,12,23,0,0,0,1,0.2,0.197,0.51,0.2239,10,39,49
2005,2012/6/6,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0,6,21,27
2006,2011/3/25,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43
2007,2012/3/2,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0,0,24,24
2008,2011/1/25,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1
2009,2011/1/18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61
2010,2012/8/9,3,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811
2011,2011/1/6,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0,6,116,122
2012,2011/9/1,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14
2013,2011/11/17,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,0,5,5
2014,2011/3/13,1,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881,124,132,256
2015,2011/9/10,3,0,9,5,0,6,0,1,0.58,0.5455,0.94,0.1343,2,6,8
2016,2011/11/19,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0,50,183,233
2017,2011/3/18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,95,237,332
2018,2011/8/14,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259
2019,2012/6/19,2,1,6,11,0,2,1,1,0.66,0.6212,0.69,0.1343,56,174,230
2020,2012/5/30,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36
2021,2012/7/1,3,1,7,18,0,0,0,1,0.88,0.7727,0.32,0.3582,95,275,370
2022,2012/4/27,2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,10,305,315
2023,2012/3/18,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96
2024,2012/11/28,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322
2025,2011/5/23,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,0,4,4
2026,2012/6/20,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0,80,611,691
2027,2012/9/4,3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95
2028,2012/1/9,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0,9,188,197
2029,2011/12/2,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0,1,14,15
2030,2012/10/8,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,3,151,154
2031,2012/9/5,3,1,9,11,0,3,1,2,0.78,0.7424,0.62,0.1642,61,156,217
2032,2011/4/20,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197
2033,2011/2/20,1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54
2034,2012/12/10,4,1,12,1,0,1,1,2,0.36,0.3788,1,0,0,4,4
2035,2012/4/27,2,1,4,14,0,5,1,1,0.46,0.4545,0.33,0.3284,94,206,300
2036,2011/12/18,4,0,12,14,0,0,0,1,0.3,0.2879,0.49,0.2836,19,200,219
2037,2011/8/5,3,0,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,50,113,163
2038,2012/2/12,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,0,28,28
2039,2012/5/28,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556
2040,2011/8/19,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107
2041,2012/6/6,2,1,6,2,0,3,1,1,0.5,0.4848,0.68,0,4,7,11
2042,2011/7/6,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275
2043,2011/5/20,2,0,5,19,0,5,1,1,0.58,0.5455,0.64,0.0896,49,253,302
2044,2011/4/13,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46
2045,2011/10/1,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223
2046,2011/5/15,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,120,202,322
2047,2011/5/10,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0,47,170,217
2048,2012/1/9,1,1,1,21,0,1,1,2,0.2,0.2576,0.93,0,1,78,79
2049,2011/7/8,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302,332
2050,2012/5/27,2,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,268,251,519
2051,2011/11/4,4,0,11,10,0,5,1,2,0.42,0.4242,0.71,0.3284,19,115,134
2052,2011/6/20,2,0,6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,219
2053,2012/1/31,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,0.2836,22,306,328
2054,2012/10/20,4,1,10,9,0,6,0,1,0.5,0.4848,0.59,0.1343,106,257,363
2055,2012/12/2,4,1,12,2,0,0,0,2,0.3,0.3333,0.87,0,2,72,74
2056,2012/12/3,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0,19,712,731
2057,2012/1/2,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39
2058,2011/3/31,2,0,3,23,0,4,1,3,0.26,0.2576,1,0.1642,4,23,27
2059,2012/1/8,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219
2060,2011/3/27,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172
2061,2011/8/8,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182
2062,2011/8/12,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465
2063,2012/5/16,2,1,5,9,0,3,1,2,0.6,0.5758,0.78,0.1343,33,314,347
2064,2012/9/28,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0,109,252,361
2065,2011/5/12,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17
2066,2011/7/11,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,57,415,472
2067,2011/11/24,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22
2068,2012/5/20,2,1,5,3,0,0,0,1,0.54,0.5152,0.56,0.0896,26,40,66
2069,2011/12/23,1,0,12,14,0,5,1,1,0.4,0.4091,0.54,0.4179,23,177,200
2070,2012/3/24,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,133
2071,2012/7/23,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,45,251,296
2072,2011/2/20,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146
2073,2011/8/10,3,0,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209
2074,2012/7/2,3,1,7,3,0,1,1,2,0.72,0.6667,0.54,0.4179,0,5,5
2075,2012/2/22,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177
2076,2011/3/5,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204
2077,2011/11/22,4,0,11,13,0,2,1,3,0.42,0.4242,1,0.0896,4,22,26
2078,2011/5/22,2,0,5,21,0,0,0,1,0.62,0.5909,0.73,0.194,27,109,136
2079,2012/1/28,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82,91
2080,2011/7/28,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0,3,26,29
2081,2011/3/27,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0,45,98,143
2082,2011/2/23,1,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39
2083,2011/4/9,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177
2084,2012/1/22,1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,8,36,44
2085,2011/9/25,4,0,9,2,0,0,0,3,0.6,0.5152,0.94,0,27,79,106
2086,2011/11/24,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6
2087,2012/5/19,2,1,5,10,0,6,0,1,0.56,0.5303,0.43,0,177,275,452
2088,2012/4/6,2,1,4,4,0,5,1,1,0.34,0.3182,0.49,0.2537,2,3,5
2089,2011/1/8,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102
2090,2011/7/29,3,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,37,69,106
2091,2011/2/22,1,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7
2092,2011/6/25,3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,12,17,29
2093,2011/7/10,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,8,17,25
2094,2011/7/11,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,40,108,148
2095,2012/7/21,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,241
2096,2012/6/12,2,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239,2,26,28
2097,2012/6/26,3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881,3,36,39
2098,2012/2/16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73
2099,2012/3/9,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29
2100,2012/8/1,3,1,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316,350
2101,2011/7/21,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284
2102,2012/8/25,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403
2103,2012/6/6,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0,31,637,668
2104,2011/12/14,4,0,12,8,0,3,1,2,0.26,0.303,0.87,0,9,458,467
2105,2012/8/1,3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284
2106,2011/3/18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,57,118,175
2107,2011/10/22,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382
2108,2011/5/11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203
2109,2012/7/24,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0,40,299,339
2110,2012/9/9,3,1,9,15,0,0,0,1,0.72,0.6515,0.32,0.2537,284,412,696
2111,2011/4/18,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16
2112,2011/10/22,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0,26,88,114
2113,2012/7/25,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231,312
2114,2011/5/28,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196
2115,2012/11/19,4,1,11,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580
2116,2012/11/22,4,1,11,18,1,4,0,1,0.4,0.4091,0.43,0,16,54,70
2117,2011/11/14,4,0,11,13,0,1,1,1,0.6,0.6212,0.49,0.3881,50,153,203
2118,2012/6/23,3,1,6,8,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167
2119,2011/3/10,1,0,3,0,0,4,1,3,0.34,0.3182,0,0.2537,3,0,3
2120,2011/1/25,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53
2121,2012/5/1,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,81,662,743
2122,2012/11/9,4,1,11,9,0,5,1,1,0.34,0.303,0.53,0.4179,23,304,327
2123,2011/7/27,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433
2124,2011/5/1,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0,113,153,266
2125,2012/8/21,3,1,8,8,0,2,1,1,0.6,0.5758,0.78,0.1343,27,696,723
2126,2011/4/4,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2
2127,2011/10/3,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218
2128,2012/1/26,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313
2129,2012/1/10,1,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642,11,184,195
2130,2012/11/30,4,1,11,7,0,5,1,1,0.22,0.2727,0.8,0,6,346,352
2131,2011/10/28,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332,368
2132,2012/12/19,4,1,12,9,0,3,1,1,0.28,0.2879,0.75,0.1045,8,309,317
2133,2012/10/1,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459
2134,2012/9/6,3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,39,152,191
2135,2012/1/30,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438
2136,2011/10/2,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64
2137,2012/8/10,3,1,8,6,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44
2138,2011/1/30,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0,1,7,8
2139,2012/10/2,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,6,148,154
2140,2011/10/2,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15
2141,2012/4/25,2,1,4,16,0,3,1,1,0.6,0.5909,0.2,0.3284,49,327,376
2142,2011/12/28,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12
2143,2011/6/29,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243
2144,2011/3/6,1,0,3,17,0,0,0,3,0.34,0.303,1,0.2985,2,23,25
2145,2012/1/21,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,3,56,59
2146,2012/3/21,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4
2147,2011/2/22,1,0,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,2,80,82
2148,2011/5/5,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,30,135,165
2149,2012/4/27,2,1,4,19,0,5,1,1,0.5,0.4848,0.27,0.3881,62,379,441
2150,2011/7/7,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142
2151,2011/8/23,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,98,421,519
2152,2011/7/6,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152
2153,2011/10/8,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0,191,255,446
2154,2012/10/8,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101,107
2155,2011/6/25,3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,7,35,42
2156,2012/9/28,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667
2157,2011/11/13,4,0,11,7,0,0,0,1,0.34,0.3182,0.66,0.2239,13,30,43
2158,2011/7/1,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30
2159,2011/7/23,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,6,19,25
2160,2012/4/6,2,1,4,6,0,5,1,1,0.3,0.2727,0.49,0.3881,0,80,80
2161,2012/9/10,3,1,9,8,0,1,1,1,0.56,0.5303,0.6,0.2836,33,697,730
2162,2011/3/5,1,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239,15,48,63
2163,2011/1/27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24
2164,2012/7/14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191
2165,2012/6/28,3,1,6,22,0,4,1,1,0.76,0.697,0.52,0.1642,50,224,274
2166,2012/4/18,2,1,4,12,0,3,1,3,0.46,0.4545,0.51,0.1045,15,95,110
2167,2011/12/25,1,0,12,20,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26
2168,2011/2/13,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112
2169,2012/5/10,2,1,5,22,0,4,1,1,0.5,0.4848,0.42,0.1045,36,196,232
2170,2011/6/26,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0,30,85,115
2171,2012/1/11,1,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,0,5,5
2172,2011/1/5,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3
2173,2011/10/24,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0,1,5,6
2174,2011/3/3,1,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1
2175,2011/5/24,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355
2176,2011/9/3,3,0,9,2,0,6,0,2,0.64,0.6061,0.69,0.2239,15,26,41
2177,2012/8/3,3,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,95,646,741
2178,2011/3/23,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0,2,24,26
2179,2012/8/13,3,1,8,0,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47
2180,2011/8/31,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,30,259,289
2181,2011/4/25,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,23,83,106
2182,2011/12/11,4,0,12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,0,5,5
2183,2012/5/27,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,275,247,522
2184,2012/5/6,2,1,5,21,0,0,0,1,0.56,0.5303,0.73,0.194,55,148,203
2185,2011/11/25,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95
2186,2011/4/11,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,176
2187,2011/4/12,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,16,28,44
2188,2012/8/22,3,1,8,2,0,3,1,1,0.62,0.5909,0.78,0,7,10,17
2189,2011/10/1,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5
2190,2011/12/19,4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642,9,197,206
2191,2011/12/19,4,0,12,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,68,68
2192,2011/9/30,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159
2193,2012/9/14,3,1,9,11,0,5,1,2,0.68,0.6364,0.61,0.1045,84,196,280
2194,2011/3/13,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,144,106,250
2195,2012/7/26,3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628,738
2196,2012/10/25,4,1,10,10,0,4,1,2,0.54,0.5152,0.83,0.1343,53,172,225
2197,2011/6/28,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,436,504
2198,2012/1/16,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88,90
2199,2012/1/28,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296
2200,2012/12/26,1,1,12,23,0,3,1,3,0.26,0.2273,0.87,0.2985,2,8,10
2201,2011/2/4,1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,9,73,82
2202,2011/1/2,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
2203,2011/9/19,3,0,9,21,0,1,1,2,0.56,0.5303,0.68,0.1642,19,181,200
2204,2012/4/11,2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,52,527,579
2205,2012/5/7,2,1,5,10,0,1,1,2,0.52,0.5,0.77,0.194,62,128,190
2206,2011/12/2,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0,20,391,411
2207,2012/5/11,2,1,5,16,0,5,1,1,0.62,0.6061,0.25,0.3284,128,397,525
2208,2012/4/8,2,1,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,10,41,51
2209,2012/5/14,2,1,5,7,0,1,1,3,0.52,0.5,0.94,0.194,3,72,75
2210,2011/11/4,4,0,11,19,0,5,1,1,0.4,0.4091,0.37,0.3582,14,182,196
2211,2012/3/21,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0,37,88,125
2212,2012/10/11,4,1,10,1,0,4,1,1,0.44,0.4394,0.47,0.194,1,10,11
2213,2012/5/2,2,1,5,4,0,3,1,1,0.54,0.5152,0.88,0,2,2,4
2214,2012/8/26,3,1,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,67,196,263
2215,2012/4/11,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,16,147,163
2216,2011/1/27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38
2217,2012/4/7,2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,321,305,626
2218,2012/11/1,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689
2219,2012/8/30,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307
2220,2012/1/3,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74
2221,2011/9/1,3,0,9,17,0,4,1,1,0.72,0.6667,0.54,0.2537,61,567,628
2222,2011/1/5,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42
2223,2011/1/2,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
2224,2011/8/20,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394
2225,2012/1/10,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116
2226,2011/9/30,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132
2227,2011/8/31,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0,4,107,111
2228,2012/6/23,3,1,6,11,0,6,0,1,0.76,0.6818,0.48,0.2239,167,349,516
2229,2011/5/7,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,4,3,7
2230,2011/6/20,2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205
2231,2011/1/16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21
2232,2011/10/7,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0,61,174,235
2233,2012/3/2,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20
2234,2012/9/15,3,1,9,2,0,6,0,1,0.58,0.5455,0.78,0.1045,18,75,93
2235,2012/6/29,3,1,6,15,0,5,1,1,0.96,0.9091,0.36,0,47,183,230
2236,2012/7/30,3,1,7,7,0,1,1,1,0.7,0.6667,0.79,0.0896,14,455,469
2237,2012/10/19,4,1,10,10,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224
2238,2011/8/22,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281
2239,2012/10/13,4,1,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,23,123,146
2240,2012/1/5,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118
2241,2012/8/16,3,1,8,6,0,4,1,1,0.6,0.5758,0.78,0.1642,3,162,165
2242,2011/5/4,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195
2243,2012/8/8,3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482
2244,2012/5/22,2,1,5,0,0,2,1,1,0.58,0.5455,0.83,0.2537,10,26,36
2245,2011/1/8,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28
2246,2012/2/15,1,1,2,23,0,3,1,1,0.34,0.3485,0.53,0.0896,4,54,58
2247,2011/12/3,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195
2248,2011/5/20,2,0,5,17,0,5,1,1,0.62,0.6212,0.53,0,71,483,554
2249,2011/10/18,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,8,23,31
2250,2012/6/26,3,1,6,14,0,2,1,1,0.7,0.6364,0.3,0.4627,81,186,267
2251,2012/2/29,1,1,2,11,0,3,1,3,0.3,0.2879,0.87,0.194,1,9,10
2252,2011/9/20,3,0,9,17,0,2,1,1,0.6,0.5606,0.83,0.1045,66,445,511
2253,2011/1/29,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99
2254,2011/6/4,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344
2255,2011/6/14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188
2256,2011/12/24,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3
2257,2012/2/1,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,20,315,335
2258,2011/8/25,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0,9,32,41
2259,2011/7/18,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164
2260,2011/4/1,2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,2,75,77
2261,2012/6/4,2,1,6,4,0,1,1,1,0.54,0.5152,0.64,0.0896,2,6,8
2262,2012/6/3,2,1,6,7,0,0,0,1,0.5,0.4848,0.68,0.1045,6,29,35
2263,2011/6/12,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128
2264,2012/5/19,2,1,5,2,0,6,0,1,0.5,0.4848,0.51,0.1045,13,56,69
2265,2011/5/2,2,0,5,23,0,1,1,2,0.56,0.5303,0.83,0.194,16,48,64
2266,2011/10/10,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365
2267,2012/8/5,3,1,8,0,0,0,0,1,0.74,0.697,0.7,0.2836,32,121,153
2268,2011/3/1,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68
2269,2012/4/13,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,0,84,84
2270,2012/8/12,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491
2271,2011/5/7,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0,8,32,40
2272,2011/8/3,3,0,8,7,0,3,1,2,0.74,0.6667,0.51,0.2239,19,252,271
2273,2011/4/16,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5
2274,2012/5/21,2,1,5,13,0,1,1,3,0.6,0.5606,0.83,0.2537,49,135,184
2275,2011/2/9,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,1,87,88
2276,2011/9/23,4,0,9,19,0,5,1,1,0.62,0.5455,0.94,0.1343,16,232,248
2277,2011/12/9,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,15,121,136
2278,2012/7/17,3,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,57,187,244
